,Lastmile,Lastmile_hops,Lastmile_max,Lastmile_median,Lastmile_min,Lastmile_ste,Timestamp,TraceRt_rtt,TraceRt_rtt_max,TraceRt_rtt_median,Tracert_hops,Tracert_rtt_min,Tracert_rtt_std,Ping_Average,Ping_Std,Ping_max,Ping_median,Ping_min
0,11.207374999999999,3.25,17.573,10.243500000000001,7.829,3.0957740929168267,2020-03-01 00:00:00,14.33625,26.861,14.032666666666668,6.25,8.408,5.367999507756849,144.6990233333,24.100586667880105,210.779425,11.51586,4.92024
1,12.802125,3.25,30.092,9.5745,7.421,7.61910704146982,2020-03-01 01:00:00,14.5455,31.550666666666668,10.703,6.25,6.992,8.071062362952393,11.253075,27.639039965003224,210.779425,11.7307625,4.27708
2,22.71975,3.25,117.376,9.268,4.622,35.874657680422544,2020-03-01 02:00:00,21.95945833333333,66.07933333333334,16.336666666666666,6.25,9.068333333333333,17.392624643746668,10.6328183333,22.420073300509845,162.432665,14.0377775,5.042135
3,10.724499999999999,3.25,19.756,10.038499999999999,6.596,3.7776443056486935,2020-03-01 03:00:00,15.939083333333333,35.883,14.215333333333332,6.25,9.729666666666667,7.908730005418767,15.8346516667,11.610470284605068,100.93139,12.408635,5.55342
4,11.16325,2.875,37.402,8.4045,0.0,10.338009863484364,2020-03-01 04:00:00,12.823833333333333,25.281333333333336,13.487499999999999,6.375,0.0,6.626274126955175,10.28062,20.928826760389573,209.055835,13.482467499999998,0.0
5,10.432875000000001,3.25,17.733,9.870999999999999,6.444,3.0984463218482583,2020-03-01 05:00:00,14.107708333333335,29.91633333333333,11.241,6.25,9.073999999999998,6.564644033756175,16.27735,12.434006904558144,125.809815,12.00319,0.0
6,12.565375,3.375,31.577,9.766,7.337,7.467303243767123,2020-03-01 06:00:00,23.9165,85.868,15.369499999999999,6.25,8.916666666666666,23.878617863756965,14.412505,8.011193650752483,85.886025,11.13198,4.517335
7,8.01275,3.25,9.718,7.845,5.142,1.3673352505877994,2020-03-01 07:00:00,10.204625,14.344999999999999,9.743833333333333,6.25,5.484666666666667,2.6701070538125324,10.954575,5.104349637738162,52.10041,10.54892,5.31189
8,8.802375000000001,3.25,10.756,8.488,7.605,1.0611672744553518,2020-03-01 08:00:00,11.727083333333333,14.601666666666667,11.0235,6.25,8.691333333333333,2.287122061978523,13.6242333333,7.724171529552167,87.282505,10.504237499999999,4.34577
9,8.2685,3.25,10.716,8.2155,5.101,1.5984163256173278,2020-03-01 09:00:00,10.684583333333334,13.986333333333334,9.8215,6.25,8.772333333333334,1.911217367645263,14.5932016667,4.116150892427876,34.49043,10.509005,5.025735
