ASN,MSM_ID,Date,Timestamp,RTT,Mean,Median,Std,Var
3352,1004,"02/01/2020,00:00:00",1580515200,15.499608633332222,15.499608633332222,11.2730906667,14.723902248420107,216.79329742103064
3352,1004,"02/01/2020,01:00:00",1580518800,16.05516571481333,16.05516571481333,11.2573465,16.37549616140794,268.1568745322862
3352,1004,"02/01/2020,02:00:00",1580522400,15.745033025927778,15.745033025927778,11.4338586667,15.349098469419738,235.59482382394333
3352,1004,"02/01/2020,03:00:00",1580526000,15.526548359256665,15.526548359256665,11.256194333349999,14.853602255731591,220.6294999714746
3352,1004,"02/01/2020,04:00:00",1580529600,15.773955351853333,15.773955351853333,11.335170333299999,14.854290222188324,220.64993800499963
3352,1004,"02/01/2020,05:00:00",1580533200,15.838347870372223,15.838347870372223,11.2523543333,15.35004909180557,235.62400712084101
3352,1004,"02/01/2020,06:00:00",1580536800,15.555903029625556,15.555903029625556,11.1840023333,14.87648678080606,221.30985893949745
3352,1004,"02/01/2020,07:00:00",1580540400,28.86654249073667,28.86654249073667,11.263362,97.87459039548011,9579.435445083009
3352,1004,"02/01/2020,08:00:00",1580544000,14.872193711109999,14.872193711109999,11.256066,14.660749047772587,214.93756264176483
3352,1004,"02/01/2020,09:00:00",1580547600,15.675428729628887,15.675428729628887,11.29945816665,15.172869060137721,230.2159555160845
3352,1004,"02/01/2020,10:00:00",1580551200,15.667959203703335,15.667959203703335,11.30905833335,14.745864867492177,217.4405306903401
3352,1004,"02/01/2020,11:00:00",1580554800,14.604238511112221,14.604238511112221,11.2111385,14.407082198684508,207.56401747965202
3352,1004,"02/01/2020,12:00:00",1580558400,49.011086229625555,49.011086229625555,10.8483865,336.69137579978036,113361.08253794893
3352,1004,"02/01/2020,13:00:00",1580562000,16.06419682962889,16.06419682962889,11.247105999999999,15.202764246994533,231.12404074969524
3352,1004,"02/01/2020,14:00:00",1580565600,15.048146166665555,15.048146166665555,11.054594166649998,14.625359323118662,213.90113533033397
3352,1004,"02/01/2020,15:00:00",1580569200,16.93972409999778,16.93972409999778,11.16608216665,27.191797746662864,739.3938646954197
3352,1004,"02/01/2020,16:00:00",1580572800,15.828517477775556,15.828517477775556,11.373826666700001,14.65405588251859,214.74135380797767
3352,1004,"02/01/2020,17:00:00",1580576400,15.697704311111108,15.697704311111108,11.20793833335,14.78835237193847,218.69536587661818
3352,1004,"02/01/2020,18:00:00",1580580000,15.683652755555554,15.683652755555554,11.2642586667,14.843774033493656,220.3376275574205
3352,1004,"02/01/2020,19:00:00",1580583600,16.072002,16.072002,11.23059416665,15.779371962924433,248.9885795443257
3352,1004,"02/01/2020,20:00:00",1580587200,15.77639301852,15.77639301852,11.186946,15.347692689284244,235.551670884709
3352,1004,"02/01/2020,21:00:00",1580590800,16.110743329625556,16.110743329625556,11.2833303333,15.7642556771263,248.51175705380876
3352,1004,"02/01/2020,22:00:00",1580594400,15.546669955554444,15.546669955554444,11.204354,14.824898819621328,219.77762501200985
3352,1004,"02/01/2020,23:00:00",1580598000,15.853852951853336,15.853852951853336,11.27104216665,14.947905042273288,223.43986515281915
3352,1004,"02/02/2020,00:00:00",1580601600,15.44857641110778,15.44857641110778,11.1782423333,14.973763876421842,224.21360462683566
3352,1004,"02/02/2020,01:00:00",1580605200,15.982347907407776,15.982347907407776,11.24749016665,14.922697295295063,222.68689456700656
3352,1004,"02/02/2020,02:00:00",1580608800,16.659647259258886,16.659647259258886,11.327490000000001,19.56488336499189,382.7846610857364
3352,1004,"02/02/2020,03:00:00",1580612400,15.80972708888889,15.80972708888889,11.24083416665,14.792849987106514,218.8284107410372
3352,1004,"02/02/2020,04:00:00",1580616000,17.857804296295555,17.857804296295555,11.419650333349999,26.997193009689273,728.8484304024153
3352,1004,"02/02/2020,05:00:00",1580619600,15.606738933334443,15.606738933334443,11.2226583333,15.35262133935094,235.70298198949385
3352,1004,"02/02/2020,06:00:00",1580623200,17.407599755553335,17.407599755553335,11.252738333349999,19.575335589606986,383.19376344573385
3352,1004,"02/02/2020,07:00:00",1580626800,17.61416904074,17.61416904074,11.27488233335,22.483555910153544,505.5102863650004
3352,1004,"02/02/2020,08:00:00",1580630400,14.770766525922221,14.770766525922221,11.1934743333,14.30015633373264,204.49447116919373
3352,1004,"02/02/2020,09:00:00",1580634000,14.781882531838203,14.781882531838203,10.952706,14.29978422965665,204.483829014737
3352,1004,"02/02/2020,10:00:00",1580637600,15.275511129628885,15.275511129628885,11.16454616665,14.900104675453727,222.01311933947804
3352,1004,"02/02/2020,11:00:00",1580641200,15.757663762962222,15.757663762962222,11.17453,35.151037335512164,1235.5954257625701
3352,1004,"02/02/2020,12:00:00",1580644800,16.834606196293333,16.834606196293333,11.4293783333,20.126091721880034,405.05956799752795
3352,1004,"02/02/2020,13:00:00",1580648400,12.943127595502247,12.943127595502247,11.0743066667,16.397110164422617,268.8652217442115
3352,1004,"02/02/2020,14:00:00",1580652000,18.638865399997776,18.638865399997776,10.77773,74.29953080911976,5520.420278455336
3352,1004,"02/02/2020,15:00:00",1580655600,12.173252759258887,12.173252759258887,10.919682166649999,12.53887306250894,157.22333767771235
3352,1004,"02/02/2020,16:00:00",1580659200,16.270456074069997,16.270456074069997,11.37574633335,15.081874202534099,227.46292946106354
3352,1004,"02/02/2020,17:00:00",1580662800,15.762611692592222,15.762611692592222,11.281154166650001,15.111635391188434,228.36152419621882
3352,1004,"02/02/2020,18:00:00",1580666400,16.01498792963333,16.01498792963333,11.3747225,15.822721692370363,250.35852175420766
3352,1004,"02/02/2020,19:00:00",1580670000,16.97018382963,16.97018382963,11.37638616665,16.949843231794667,287.29718558241547
