ASN,MSM_ID,Date,Timestamp,RTT,Mean,Median,Std,Var
13285,1004,"02/01/2020,00:00:00",1580515200,nan,nan,nan,nan,nan
13285,1004,"02/01/2020,01:00:00",1580518800,nan,nan,nan,nan,nan
13285,1004,"02/01/2020,02:00:00",1580522400,nan,nan,nan,nan,nan
13285,1004,"02/01/2020,03:00:00",1580526000,nan,nan,nan,nan,nan
13285,1004,"02/01/2020,04:00:00",1580529600,nan,nan,nan,nan,nan
13285,1004,"02/01/2020,05:00:00",1580533200,nan,nan,nan,nan,nan
13285,1004,"02/01/2020,06:00:00",1580536800,nan,nan,nan,nan,nan
13285,1004,"02/01/2020,07:00:00",1580540400,nan,nan,nan,nan,nan
13285,1004,"02/01/2020,08:00:00",1580544000,nan,nan,nan,nan,nan
13285,1004,"02/01/2020,09:00:00",1580547600,nan,nan,nan,nan,nan
13285,1004,"02/01/2020,10:00:00",1580551200,nan,nan,nan,nan,nan
13285,1004,"02/01/2020,11:00:00",1580554800,nan,nan,nan,nan,nan
13285,1004,"02/01/2020,12:00:00",1580558400,nan,nan,nan,nan,nan
13285,1004,"02/01/2020,13:00:00",1580562000,nan,nan,nan,nan,nan
13285,1004,"02/01/2020,14:00:00",1580565600,nan,nan,nan,nan,nan
13285,1004,"02/01/2020,15:00:00",1580569200,nan,nan,nan,nan,nan
13285,1004,"02/01/2020,16:00:00",1580572800,nan,nan,nan,nan,nan
13285,1004,"02/01/2020,17:00:00",1580576400,nan,nan,nan,nan,nan
13285,1004,"02/01/2020,18:00:00",1580580000,nan,nan,nan,nan,nan
13285,1004,"02/01/2020,19:00:00",1580583600,nan,nan,nan,nan,nan
13285,1004,"02/01/2020,20:00:00",1580587200,nan,nan,nan,nan,nan
13285,1004,"02/01/2020,21:00:00",1580590800,nan,nan,nan,nan,nan
13285,1004,"02/01/2020,22:00:00",1580594400,nan,nan,nan,nan,nan
13285,1004,"02/01/2020,23:00:00",1580598000,nan,nan,nan,nan,nan
13285,1004,"02/02/2020,00:00:00",1580601600,nan,nan,nan,nan,nan
13285,1004,"02/02/2020,01:00:00",1580605200,nan,nan,nan,nan,nan
13285,1004,"02/02/2020,02:00:00",1580608800,nan,nan,nan,nan,nan
13285,1004,"02/02/2020,03:00:00",1580612400,nan,nan,nan,nan,nan
13285,1004,"02/02/2020,04:00:00",1580616000,nan,nan,nan,nan,nan
13285,1004,"02/02/2020,05:00:00",1580619600,nan,nan,nan,nan,nan
13285,1004,"02/02/2020,06:00:00",1580623200,nan,nan,nan,nan,nan
13285,1004,"02/02/2020,07:00:00",1580626800,nan,nan,nan,nan,nan
13285,1004,"02/02/2020,08:00:00",1580630400,nan,nan,nan,nan,nan
13285,1004,"02/02/2020,09:00:00",1580634000,nan,nan,nan,nan,nan
13285,1004,"02/02/2020,10:00:00",1580637600,nan,nan,nan,nan,nan
13285,1004,"02/02/2020,11:00:00",1580641200,nan,nan,nan,nan,nan
13285,1004,"02/02/2020,12:00:00",1580644800,nan,nan,nan,nan,nan
13285,1004,"02/02/2020,13:00:00",1580648400,nan,nan,nan,nan,nan
13285,1004,"02/02/2020,14:00:00",1580652000,nan,nan,nan,nan,nan
13285,1004,"02/02/2020,15:00:00",1580655600,nan,nan,nan,nan,nan
13285,1004,"02/02/2020,16:00:00",1580659200,nan,nan,nan,nan,nan
13285,1004,"02/02/2020,17:00:00",1580662800,nan,nan,nan,nan,nan
13285,1004,"02/02/2020,18:00:00",1580666400,25.485925303045452,25.485925303045452,25.7498416667,6.504325716879293,42.306253031257334
