ASN,MSM_ID,Date,Timestamp,RTT,Mean,Median,Std,Var
1136,1004,"02/01/2020,00:00:00",1580515200,10.79546225588788,10.79546225588788,9.44973,5.948923819930875,35.38969461534096
1136,1004,"02/01/2020,01:00:00",1580518800,11.493065592591112,11.493065592591112,9.904257999999999,5.825937319939495,33.941545655863784
1136,1004,"02/01/2020,02:00:00",1580522400,12.413718596295555,12.413718596295555,10.042754,7.181206992615467,51.56973387078927
1136,1004,"02/01/2020,03:00:00",1580526000,11.452958914813333,11.452958914813333,9.969666,5.790937279453247,33.534954574561375
1136,1004,"02/01/2020,04:00:00",1580529600,11.718285918516669,11.718285918516669,10.045826,6.344414158502986,40.251591014613155
1136,1004,"02/01/2020,05:00:00",1580533200,11.903291451848888,11.903291451848888,10.08998616665,7.449950552575734,55.50176323582348
1136,1004,"02/01/2020,06:00:00",1580536800,11.453101151851113,11.453101151851113,9.988610000000001,5.761462574210056,33.19445099402317
1136,1004,"02/01/2020,07:00:00",1580540400,11.398840551849998,11.398840551849998,9.976066,5.830109028996142,33.990171289982335
1136,1004,"02/01/2020,08:00:00",1580544000,11.522297937038891,11.522297937038891,9.964418,6.067744293007652,36.81752080532693
1136,1004,"02/01/2020,09:00:00",1580547600,11.526570292592218,11.526570292592218,9.927554,5.856749292220687,34.30151227192752
1136,1004,"02/01/2020,10:00:00",1580551200,11.296833040741111,11.296833040741111,9.91987416665,5.688633480632063,32.36055087696806
1136,1004,"02/01/2020,11:00:00",1580554800,12.166729711111108,12.166729711111108,10.119042,6.96362405346828,48.49205995804199
1136,1004,"02/01/2020,12:00:00",1580558400,11.714997733332224,11.714997733332224,9.98118583335,5.942703005163477,35.31571900757902
1136,1004,"02/01/2020,13:00:00",1580562000,11.781685803704445,11.781685803704445,10.09421,5.779714601387168,33.40510087348803
1136,1004,"02/01/2020,14:00:00",1580565600,11.385357885182222,11.385357885182222,9.860098,5.954975620998198,35.46173464668288
1136,1004,"02/01/2020,15:00:00",1580569200,11.72617070370111,11.72617070370111,10.035714,6.191221751424735,38.33122677531477
1136,1004,"02/01/2020,16:00:00",1580572800,15.753677277775553,15.753677277775553,10.164098,19.201684425814427,368.70468478856435
1136,1004,"02/01/2020,17:00:00",1580576400,15.156881470371111,15.156881470371111,10.279682,16.78974200902783,281.8954367297138
1136,1004,"02/01/2020,18:00:00",1580580000,12.476031848146667,12.476031848146667,10.126082,9.168508277282486,84.06154403059746
1136,1004,"02/01/2020,19:00:00",1580583600,13.767572003703334,13.767572003703334,10.365570166649999,12.115652279522767,146.78903015830522
1136,1004,"02/01/2020,20:00:00",1580587200,13.769995485182223,13.769995485182223,10.295297999999999,10.508019586916939,110.41847563903005
1136,1004,"02/01/2020,21:00:00",1580590800,11.819815537036668,11.819815537036668,10.141698,5.957068780055204,35.4866684503084
1136,1004,"02/01/2020,22:00:00",1580594400,12.54867327036889,12.54867327036889,9.82797,10.295144580202605,105.99000192727507
1136,1004,"02/01/2020,23:00:00",1580598000,11.651839681480002,11.651839681480002,10.039042,6.2228277488549,38.723585191918545
1136,1004,"02/02/2020,00:00:00",1580601600,11.893375744443334,11.893375744443334,9.867010166650001,6.811702159338057,46.399286307530744
1136,1004,"02/02/2020,01:00:00",1580605200,11.64992252221889,11.64992252221889,9.969666,6.367281610011084,40.54227510118533
1136,1004,"02/02/2020,02:00:00",1580608800,11.713359344442223,11.713359344442223,9.72070616665,6.45219628113033,41.630836850232065
1136,1004,"02/02/2020,03:00:00",1580612400,11.650482877782224,11.650482877782224,10.065794,5.7418887843518505,32.96928681186557
1136,1004,"02/02/2020,04:00:00",1580616000,11.58260873333111,11.58260873333111,9.86253,5.941099906838902,35.29666810304121
1136,1004,"02/02/2020,05:00:00",1580619600,11.384854381478888,11.384854381478888,9.88390616665,5.864022711861112,34.38676236522295
1136,1004,"02/02/2020,06:00:00",1580623200,11.25364011111,11.25364011111,9.883906,5.827932178611044,33.964793478490066
1136,1004,"02/02/2020,07:00:00",1580626800,11.322856848146667,11.322856848146667,10.085505999999999,5.697424147218236,32.460641913305444
1136,1004,"02/02/2020,08:00:00",1580630400,11.69983969629222,11.69983969629222,10.03020983335,6.377649597130347,40.67441438377687
1136,1004,"02/02/2020,09:00:00",1580634000,11.806216270372225,11.806216270372225,10.014978,6.959313162960396,48.43203970015384
1136,1004,"02/02/2020,10:00:00",1580637600,12.29729257407,12.29729257407,10.057474,10.037928560081813,100.76000977730615
1136,1004,"02/02/2020,11:00:00",1580641200,13.823237807406665,13.823237807406665,10.08845033335,13.369263028108238,178.73719391474185
1136,1004,"02/02/2020,12:00:00",1580644800,12.393295474072223,12.393295474072223,10.109826,9.694116029559718,93.97588559456668
1136,1004,"02/02/2020,13:00:00",1580648400,11.996370240737777,11.996370240737777,9.97517,8.118763670389566,65.91432353563745
1136,1004,"02/02/2020,14:00:00",1580652000,12.212246548151112,12.212246548151112,10.06477,7.038311619231629,49.537830449410954
1136,1004,"02/02/2020,15:00:00",1580655600,12.141967388886668,12.141967388886668,9.987842,8.118277141727257,65.90642374989127
1136,1004,"02/02/2020,16:00:00",1580659200,17.29409790370333,17.29409790370333,10.1178903333,21.773619744516143,474.0905167787833
1136,1004,"02/02/2020,17:00:00",1580662800,12.707706207408892,12.707706207408892,10.068482,8.127877542998926,66.06239335398627
1136,1004,"02/02/2020,18:00:00",1580666400,12.853199537038888,12.853199537038888,9.91180966665,9.792043009425338,95.88410629843564
1136,1004,"02/02/2020,19:00:00",1580670000,13.241730877775558,13.241730877775558,10.013058000000001,11.42202584959263,130.46267450876223
1136,1004,"02/02/2020,20:00:00",1580673600,12.599111007406668,12.599111007406668,10.0321303333,10.311814370842415,106.33351561871214
