,Isp,Isp_max,Isp_median,Isp_min,Isp_std,Lastmile,Lastmile_hops,Lastmile_max,Lastmile_median,Lastmile_min,Lastmile_std,Timestamp,TraceRt_rtt,TraceRt_rtt_max,TraceRt_rtt_median,Tracert_hops,Tracert_rtt_min,Tracert_rtt_std,Ping_Average,Ping_Std,Ping_max,Ping_median,Ping_min
0,2.306,6.23,1.9625,1.703,1.0565100567434274,25.41139583333333,1.125,132.005,10.4875,1.9959999999999998,38.25831266902418,2020-03-01 00:00:00,29.937,135.74333333333334,13.419666666666668,9.75,5.260000000000001,40.13555298748369,16.2480673333,44.86772496267996,552.198255,13.3854745,5.229313
1,2.0959375,2.862,2.0229999999999997,1.648,0.3681839670514592,25.924229166666667,1.125,121.157,13.732333333333333,2.038333333333333,36.17968146063915,2020-03-01 01:00:00,28.972479166666666,131.75066666666666,18.269333333333332,9.625,5.3,38.64792400633656,20.71066,34.56307565553755,180.646692,18.99226,4.962817
2,1.9913124999999998,2.663,1.9485000000000001,1.646,0.29459266766800213,24.568458333333336,1.125,127.66666666666669,11.244,2.0286666666666666,35.709350207978325,2020-03-01 02:00:00,29.460385416666668,133.343,16.907333333333334,9.625,5.256,39.343251432182974,20.570628,35.37675032689318,138.042652,19.636228,5.048065
3,2.0819375,2.704,2.0685000000000002,1.67,0.31315600520148107,24.94533333333333,1.125,119.21833333333332,12.982333333333333,2.0420000000000003,36.20199230878047,2020-03-01 03:00:00,30.665312500000002,139.79733333333334,14.627666666666666,9.75,5.132333333333333,40.74938907730001,21.5370283333,31.701313390882262,145.398557,12.7595545,5.211649
4,2.0425,2.674,2.0295,1.675,0.3091031381270659,29.835562499999998,1.125,300.578,9.546333333333333,2.0266666666666664,70.49179240548335,2020-03-01 04:00:00,16.17772916666667,50.09133333333333,12.682833333333331,9.75,5.218333333333334,11.377985228683912,23.723781,29.40746009102696,463.769949,12.47693,0.0
5,2.21596875,3.7015000000000002,2.02,1.716,0.4955167904808449,13.000520833333333,1.125,41.23266666666667,10.102166666666665,1.994,10.13134832323853,2020-03-01 05:00:00,14.956249999999999,25.648666666666667,12.883999999999999,9.6875,5.251333333333333,6.768524463258017,16.9891876667,8.438699058317379,49.956874,12.484611000000001,4.977409
6,2.00875,2.926,1.9565000000000001,1.649,0.31006219134231766,12.047395833333333,1.125,24.066000000000003,10.576833333333333,2.0429999999999997,6.765930053521785,2020-03-01 06:00:00,14.561,31.337666666666667,12.584166666666667,9.6875,5.1499999999999995,7.677873971499025,14.8510756667,8.590222499024865,74.707215,12.612866499999999,5.112578
7,2.06871875,2.8155,1.9660000000000002,1.679,0.3659624284314409,11.603520833333333,1.125,20.77433333333333,10.286666666666665,2.047,6.098704594885465,2020-03-01 07:00:00,14.723395833333333,30.744,13.280666666666665,9.75,5.082,7.087220905947891,15.868675,9.82416226670338,104.256789,12.554883,5.140994
8,2.0929374999999997,2.845,1.9945,1.673,0.3587128846218797,12.378708333333332,1.125,27.718666666666667,9.672,1.8593333333333335,8.168608902441203,2020-03-01 08:00:00,15.660374999999998,30.947000000000003,12.916,9.6875,5.084666666666667,7.565080265854385,20.526084,10.603553718571824,122.881561,12.741891,5.176322
9,2.09615625,2.9675000000000002,2.0330000000000004,1.66,0.37533975104022427,12.180104166666666,1.125,23.151,11.098666666666668,2.0243333333333333,7.127959423128082,2020-03-01 09:00:00,14.175229166666668,25.734333333333336,12.4455,9.75,5.112666666666667,7.519483054888842,24.3645483333,8.52492977477692,40.363784,12.616707,4.873729
