Timestamp,RTT
1580515200,118.497375
1580515200,77.001417
1580515200,75.758625
1580515200,73.357708
1580515200,101.00475
1580515200,71.399917
1580515200,107.391208
1580515200,117.13
1580515200,105.170334
1580515200,68.324333
1580515200,77.06075
1580515200,115.875583
1580515200,111.476125
1580515200,119.237417
1580515200,85.965333
1580515200,81.85925
1580515200,78.811625
1580515200,96.904334
1580515200,115.908667
1580515200,114.892583
1580515200,73.717834
1580515200,119.153042
1580515200,117.57875
1580515200,96.961125
1580515200,80.338208
1580515200,69.181542
1580515200,107.946375
1580515200,75.5255
1580515200,77.848708
1580515200,94.724792
1580515200,76.144542
1580515200,114.587833
1580515200,74.994375
1580515200,80.755917
1580515200,80.112917
1580515200,118.373209
1580515200,111.050042
1580515200,81.009251
1580515200,119.105167
1580515200,71.2215
1580515200,83.647916
1580515200,71.912291
1580515200,87.907792
1580515200,123.489459
1580515200,114.400917
1580518800,94.396001
1580518800,90.447292
1580518800,71.380042
1580518800,80.175334
1580518800,120.260958
1580518800,77.265834
1580518800,97.511042
1580518800,95.301583
1580518800,122.509833
1580518800,121.94425
1580518800,79.490667
1580518800,89.121917
1580518800,88.163166
1580518800,117.025708
1580518800,86.060459
1580518800,84.189251
1580518800,93.019625
1580518800,78.806083
1580518800,93.654167
1580518800,121.489
1580518800,118.783083
1580518800,83.451917
1580518800,81.3225
1580518800,119.612417
1580518800,85.9875
1580518800,77.633958
1580518800,84.720125
1580518800,75.260709
1580518800,85.427209
1580518800,94.604792
1580518800,119.227
1580518800,172.080834
1580518800,76.446834
1580518800,81.056542
1580518800,79.311208
1580518800,117.387584
1580518800,115.8955
1580518800,84.188333
1580518800,122.829375
1580518800,81.061708
1580518800,95.03425
1580518800,80.458792
1580518800,77.046375
1580518800,97.961333
1580518800,93.078917
1580522400,113.790625
1580522400,113.467542
1580522400,93.564709
1580522400,71.587458
1580522400,80.269292
1580522400,88.389708
1580522400,89.446333
1580522400,97.380667
1580522400,116.852584
1580522400,94.073625
1580522400,81.369375
1580522400,81.466667
1580522400,119.302167
1580522400,117.853292
1580522400,116.39975
1580522400,128.261958
1580522400,114.483333
1580522400,132.121708
1580522400,78.03775
1580522400,86.987208
1580522400,75.773625
1580522400,76.100417
1580522400,114.608375
1580522400,83.379
1580522400,99.496708
1580522400,77.279042
1580522400,87.012625
1580522400,91.905708
1580522400,85.226917
1580522400,76.073375
1580522400,83.912542
1580522400,81.375
1580522400,80.029792
1580522400,184.029
1580522400,80.272583
1580522400,117.920084
1580522400,85.641625
1580522400,115.212875
1580522400,122.8525
1580522400,165.44725
1580522400,333.256792
1580522400,89.027875
1580522400,452.680917
1580522400,289.207
1580522400,335.832583
1580526000,70.166792
1580526000,100.350667
1580526000,115.014042
1580526000,111.822333
1580526000,120.833875
1580526000,98.481042
1580526000,116.8625
1580526000,113.44775
1580526000,132.6905
1580526000,79.3755
1580526000,78.3565
1580526000,78.892292
1580526000,74.226459
1580526000,93.299375
1580526000,141.128
1580526000,75.089917
1580526000,81.6015
1580526000,95.402834
1580526000,107.520291
1580526000,96.829625
1580526000,95.224126
1580526000,133.965084
1580526000,87.8285
1580526000,101.601583
1580526000,97.919333
1580526000,118.531375
1580526000,76.906958
1580526000,79.944333
1580526000,99.740583
1580526000,80.854458
1580526000,82.814083
1580526000,76.936375
1580526000,92.05775
1580526000,82.476583
1580526000,104.63825
1580526000,120.245292
1580526000,81.022583
1580526000,82.47025
1580526000,80.823959
1580526000,72.378625
1580526000,81.214917
1580526000,80.224709
1580526000,95.058084
1580526000,73.5675
1580526000,73.48625
1580529600,96.772125
1580529600,94.762042
1580529600,130.366834
1580529600,81.855042
1580529600,103.769209
1580529600,74.58975
1580529600,118.315666
1580529600,77.423584
1580529600,96.552459
1580529600,81.191292
1580529600,79.78725
1580529600,67.731834
1580529600,73.343625
1580529600,86.934625
1580529600,73.315417
1580529600,78.736042
1580529600,86.522042
1580529600,85.067625
1580529600,76.903792
1580529600,91.140917
1580529600,94.883292
1580529600,127.780375
1580529600,88.036
1580529600,76.816
1580529600,117.982208
1580529600,88.065126
1580529600,85.466917
1580529600,106.653542
1580529600,75.873166
1580529600,94.690167
1580529600,101.695583
1580529600,85.538417
1580529600,123.497333
1580529600,94.893
1580529600,122.282458
1580529600,121.032334
1580533200,93.773083
1580533200,83.233833
1580533200,99.518833
1580533200,74.682541
1580533200,83.412
1580533200,120.82975
1580533200,126.575542
1580533200,115.446459
1580533200,139.1665
1580533200,79.606959
1580533200,82.979084
1580533200,91.270917
1580533200,84.8745
1580533200,84.620541
1580533200,122.591625
1580533200,104.727042
1580533200,84.477458
1580533200,124.372542
1580533200,84.032833
1580533200,94.039375
1580533200,138.602708
1580533200,85.590834
1580533200,105.072667
1580533200,104.228917
1580533200,97.852958
1580533200,77.62125
1580533200,75.467208
1580533200,84.494209
1580533200,81.52225
1580533200,80.954167
1580533200,92.240417
1580533200,92.701125
1580533200,91.962584
1580533200,119.568333
1580533200,117.936375
1580533200,108.850125
1580533200,86.983792
1580533200,95.364334
1580533200,85.312667
1580533200,126.027958
1580533200,124.222708
1580533200,113.723583
1580533200,86.102375
1580533200,91.80025
1580533200,73.35075
1580536800,80.707417
1580536800,88.828291
1580536800,136.614416
1580536800,130.827208
1580536800,248.062042
1580536800,477.981584
1580536800,128.314041
1580536800,122.455667
1580536800,78.92675
1580536800,84.651
1580536800,82.673458
1580536800,82.372417
1580536800,99.612916
1580536800,130.683
1580536800,88.282917
1580536800,119.637
1580536800,85.081875
1580536800,82.869625
1580536800,131.881417
1580536800,91.153333
1580536800,100.400458
1580536800,128.406417
1580536800,125.918
1580536800,114.617459
1580536800,104.201583
1580536800,123.277292
1580536800,121.325167
1580536800,86.696875
1580536800,120.910417
1580536800,84.690083
1580536800,95.522333
1580536800,86.326208
1580536800,84.769625
1580536800,82.927458
1580536800,123.127375
1580536800,120.930792
1580536800,85.818292
1580536800,104.687125
1580536800,83.325333
1580536800,70.929041
1580536800,81.677291
1580536800,90.532459
1580536800,92.223917
1580536800,119.791625
1580536800,90.089417
1580540400,87.574584
1580540400,96.995709
1580540400,86.430834
1580540400,105.931667
1580540400,90.382709
1580540400,121.477042
1580540400,140.104292
1580540400,84.345208
1580540400,188.729542
1580540400,91.359458
1580540400,90.502125
1580540400,89.755875
1580540400,91.667
1580540400,95.313667
1580540400,73.181417
1580540400,90.270917
1580540400,322.634709
1580540400,84.377167
1580540400,85.80975
1580540400,84.59125
1580540400,122.973792
1580540400,109.307625
1580540400,121.791417
1580540400,88.089125
1580540400,95.912792
1580540400,84.521792
1580540400,93.979541
1580540400,590.3095
1580540400,281.825334
1580540400,97.304917
1580540400,83.904417
1580540400,102.382292
1580540400,85.446917
1580540400,547.266875
1580540400,495.399417
1580540400,569.103
1580540400,124.498833
1580540400,1005.367667
1580540400,449.57825
1580540400,93.851375
1580540400,84.081208
1580540400,118.415625
1580540400,88.788375
1580540400,117.908958
1580540400,128.319375
1580544000,82.047125
1580544000,91.416458
1580544000,90.551209
1580544000,127.208084
1580544000,105.259458
1580544000,84.644
1580544000,88.988208
1580544000,87.495
1580544000,86.339792
1580544000,98.216083
1580544000,95.6115
1580544000,85.673334
1580544000,128.715375
1580544000,86.137959
1580544000,76.847667
1580544000,378.222583
1580544000,124.907292
1580544000,249.319209
1580544000,87.657
1580544000,96.215125
1580544000,85.963834
1580544000,94.792667
1580544000,81.694875
1580544000,122.241833
1580544000,88.526708
1580544000,86.667083
1580544000,105.625583
1580544000,126.944167
1580544000,93.729875
1580544000,84.099333
1580544000,119.991084
1580544000,87.168042
1580544000,86.649083
1580544000,120.980208
1580544000,128.490125
1580544000,97.856042
1580544000,291.54325
1580544000,118.833959
1580544000,425.304417
1580544000,85.173792
1580544000,102.614333
1580544000,92.832625
1580544000,79.278333
1580544000,81.811458
1580544000,165.637792
1580547600,297.464834
1580547600,260.694583
1580547600,137.505083
1580547600,134.975709
1580547600,216.63175
1580547600,80.361625
1580547600,90.941083
1580547600,82.259709
1580547600,81.461709
1580547600,188.349834
1580547600,101.236209
1580547600,88.55075
1580547600,169.051791
1580547600,86.397208
