ASN,MSM_ID,Date,Timestamp,RTT,Mean,Median,Std,Var
7018,1004,"02/01/2020,00:00:00",1580515200,23.53261336049408,23.53261336049408,18.1150756667,21.18545237958467,448.8233925276498
7018,1004,"02/01/2020,01:00:00",1580518800,22.382985390117035,22.382985390117035,15.8617633333,19.044110170470418,362.6781321850149
7018,1004,"02/01/2020,02:00:00",1580522400,34.47050284321185,34.47050284321185,15.0694433333,145.07839382182104,21047.7403539194
7018,1004,"02/01/2020,03:00:00",1580526000,17.507790572839262,17.507790572839262,14.0024346667,10.622142117011578,112.8299031539912
7018,1004,"02/01/2020,04:00:00",1580529600,24.166568099997775,24.166568099997775,14.2530593333,90.99965789791862,8280.937737538223
7018,1004,"02/01/2020,05:00:00",1580533200,19.38957867654148,19.38957867654148,13.6337946667,27.524307426816858,757.5874993259256
7018,1004,"02/01/2020,06:00:00",1580536800,16.462551839505185,16.462551839505185,13.648387,8.646101333496883,74.75506826909657
7018,1004,"02/01/2020,07:00:00",1580540400,18.654441362963706,18.654441362963706,14.160131,13.855573014041846,191.97690354744464
7018,1004,"02/01/2020,08:00:00",1580544000,16.11796820246963,16.11796820246963,13.9502113333,7.705005595882353,59.36711123257838
7018,1004,"02/01/2020,09:00:00",1580547600,16.395963392592595,16.395963392592595,13.0347546667,10.955358955202371,120.01988983733278
7018,1004,"02/01/2020,10:00:00",1580551200,36.21173272098593,36.21173272098593,13.691651,166.9843278821718,27883.76575826066
7018,1004,"02/01/2020,11:00:00",1580554800,16.617280185187404,16.617280185187404,12.5002263333,10.664718828606201,113.73622769322763
7018,1004,"02/01/2020,12:00:00",1580558400,18.961678874074813,18.961678874074813,12.7175706667,15.379020917120938,236.51428436924334
7018,1004,"02/01/2020,13:00:00",1580562000,22.217334385183705,22.217334385183705,12.8665623333,20.787876038836167,432.13579020601884
7018,1004,"02/01/2020,14:00:00",1580565600,21.480750192594076,21.480750192594076,12.6241303333,18.53667456375656,343.6083038826194
7018,1004,"02/01/2020,15:00:00",1580569200,15.969524197531852,15.969524197531852,12.996355,8.854325932973783,78.39908772733206
7018,1004,"02/01/2020,16:00:00",1580572800,16.238062560493336,16.238062560493336,13.0462743333,8.571385659338102,73.46865212110686
7018,1004,"02/01/2020,17:00:00",1580576400,16.050130071605185,16.050130071605185,13.2702746667,7.803773448546694,60.89888003624235
7018,1004,"02/01/2020,18:00:00",1580580000,17.06572019259185,17.06572019259185,13.139715,10.87519120789194,118.26978380821014
7018,1004,"02/01/2020,19:00:00",1580583600,16.459419192588143,16.459419192588143,14.024195,8.107936304229483,65.73863111344245
7018,1004,"02/01/2020,20:00:00",1580587200,28.622019523457038,28.622019523457038,14.428675,104.70705053518392,10963.56643177756
7018,1004,"02/01/2020,21:00:00",1580590800,22.326834165429634,22.326834165429634,14.6204186667,19.592420118165673,383.862926086703
7018,1004,"02/01/2020,22:00:00",1580594400,22.712950019755556,22.712950019755556,13.388803,22.90192204921737,524.4980335484287
7018,1004,"02/01/2020,23:00:00",1580598000,16.574640142121705,16.574640142121705,14.452483,7.781336444838,60.54919686776409
7018,1004,"02/02/2020,00:00:00",1580601600,21.3676907972225,21.3676907972225,15.678339,17.654448155434295,311.6795396729174
7018,1004,"02/02/2020,01:00:00",1580605200,24.353938888888333,24.353938888888333,19.53600366665,20.506709543913175,420.52513631841975
7018,1004,"02/02/2020,02:00:00",1580608800,24.460014644443334,24.460014644443334,20.475012,19.322388170160192,373.3546845983465
7018,1004,"02/02/2020,03:00:00",1580612400,23.99065671111,23.99065671111,18.183683833350003,19.58430935162733,383.54517278023764
7018,1004,"02/02/2020,04:00:00",1580616000,24.373688213887498,24.373688213887498,20.35187616665,20.23307268678736,409.3772303488207
7018,1004,"02/02/2020,05:00:00",1580619600,24.162919113889167,24.162919113889167,20.130308,19.48984689145813,379.8541318524801
7018,1004,"02/02/2020,06:00:00",1580623200,23.91450304166834,23.91450304166834,20.20365216665,18.733193463411823,350.93253733761543
7018,1004,"02/02/2020,07:00:00",1580626800,23.982407070831673,23.982407070831673,20.20314066665,19.238171130161426,370.1072284333766
7018,1004,"02/02/2020,08:00:00",1580630400,21.77922586388583,21.77922586388583,20.044932,15.868666609158586,251.81457995262463
