ASN,MSM_ID,Date,Timestamp,RTT,Mean,Median,Std,Var
7922,1004,"02/01/2020,00:00:00",1580515200,16.432857291260195,16.432857291260195,16.2168356667,5.569499154579542,31.019320832862228
7922,1004,"02/01/2020,01:00:00",1580518800,15.573302587301905,15.573302587301905,15.9726116667,4.577448566584969,20.953035379730785
7922,1004,"02/01/2020,02:00:00",1580522400,19.724782257145716,19.724782257145716,15.9662113333,21.0595146246041,443.5031562239139
7922,1004,"02/01/2020,03:00:00",1580526000,18.215799693653334,18.215799693653334,16.2511396667,12.663481883681325,160.3637734183251
7922,1004,"02/01/2020,04:00:00",1580529600,22.305196923807614,22.305196923807614,16.3328036667,28.263631939940797,798.8328904364416
7922,1004,"02/01/2020,05:00:00",1580533200,17.420762288888575,17.420762288888575,15.7696036667,10.344837905987049,107.01567130114653
7922,1004,"02/01/2020,06:00:00",1580536800,16.15726789206381,16.15726789206381,16.3294756667,5.162014412180692,26.646392791561176
7922,1004,"02/01/2020,07:00:00",1580540400,16.065461460315237,16.065461460315237,15.5192353333,5.950566396135245,35.409240434813995
7922,1004,"02/01/2020,08:00:00",1580544000,16.483621650793335,16.483621650793335,15.6019236667,6.837555082083343,46.752159500523746
7922,1004,"02/01/2020,09:00:00",1580547600,15.715009555556192,15.715009555556192,15.970563,5.24002079001274,27.45781787976574
7922,1004,"02/01/2020,10:00:00",1580551200,15.640779339688574,15.640779339688574,16.0506916667,4.610156177810684,21.253539983806014
7922,1004,"02/01/2020,11:00:00",1580554800,16.30785933968,16.30785933968,15.9987233333,6.544199276278942,42.82654416764983
7922,1004,"02/01/2020,12:00:00",1580558400,15.77123450794,15.77123450794,16.0110113333,5.413809526625681,29.309333590582987
7922,1004,"02/01/2020,13:00:00",1580562000,15.541258666671428,15.541258666671428,15.9989796667,4.81476549729707,23.1819667939623
7922,1004,"02/01/2020,14:00:00",1580565600,34.90977879365524,34.90977879365524,16.1574436667,197.32591303986428,38937.51595701608
7922,1004,"02/01/2020,15:00:00",1580569200,15.750535047618094,15.750535047618094,15.923204,4.849504917979789,23.517697949510158
7922,1004,"02/01/2020,16:00:00",1580572800,15.671043431746668,15.671043431746668,16.127747,4.615589080286689,21.303662558061724
7922,1004,"02/01/2020,17:00:00",1580576400,16.651961239685715,16.651961239685715,16.0512033333,7.3236047437844904,53.6351864431827
7922,1004,"02/01/2020,18:00:00",1580580000,16.69348806666857,16.69348806666857,16.4828193333,6.165785856488801,38.016915228077345
7922,1004,"02/01/2020,19:00:00",1580583600,17.85950492063809,17.85950492063809,16.4070436667,9.95963736889092,99.19437651980846
7922,1004,"02/01/2020,20:00:00",1580587200,16.68293600952571,16.68293600952571,16.3084836667,6.637602133534764,44.05776208310525
7922,1004,"02/01/2020,21:00:00",1580590800,16.12549223968667,16.12549223968667,16.2263076667,5.458774148883273,29.798215208516297
